Name,Wikidata Identifier,Wikipedia Article,Gender,Year of Birth,Year of Death,Place of Birth,Place of Death
Aert Anthoniszoon,Q2445271,"Aert Anthonisz ook bekend als Aert Anthonissen en daarvoor ook wel bekend als Aert van Antum (Antwerpen, ca. 1580 – Amsterdam, begr. 7 september 1620) was een Nederlands marineschilder, actief in het eerste kwart van de 17e eeuw. Hij was de vader van Hendrick van Anthonissen (1605 - 1656), eveneens marineschilder en grootvader van Arnoldus van Anthonissen (1631-1703).  Zijn ouders verhuisden in 1591 van Antwerpen naar Amsterdam. Hij werd er een volgeling en mogelijk leerling van de marineschilder Hendrik Cornelisz. Vroom (ca. 1562 – 1640).  Het Rijksmuseum in Amsterdam bezit twee van zijn werken, te weten de Slag bij Cadix, een schilderij uit 1608 dat het gevecht bij Cádiz in 1596 vrije verbeelding toont van Hollandse en Engelse schepen met een Spaanse vloot, en het schilderij Schepen voor IJselmonde (1617-1618).  Werk van Aert Anthonisz bevindt zich ook in Museum Boijmans Van Beuningen in Rotterdam, het National Maritime Museum in Greenwich, Londen, het Frans Hals Museum in Haarlem, en in de Staatliche Museen zu Berlin, Berlijn.",male,1579,1620,Antwerp,Amsterdam
Bartholomeus Appelman,Q1754730,"Bartholomeus Appelman (Den Haag, ca. 1628 – aldaar, 1686) was een Nederlandse kunstschilder uit de Gouden Eeuw.  Arnold Houbraken vermeldt in zijn werk De groote schouburgh der Nederlantsche konstschilders en schilderessen dat Appelman in 1640 werd geboren, maar het Rijksbureau voor Kunsthistorische Documentatie (RKD) beargumenteert waarom het 1628/1629 moet zijn. Wel zijn de bronnen gelijkgestemd over de geboorteplaats Den Haag. Hij schilderde landschappen en gezichten op Rome. Toen hij in Rome was werd hij lid van de Bentvueghels met de koosnaam ""Hector"". In Paleis Soestdijk heeft hij een muurschildering geschilderd in een salon, die zeer bewonderd wordt. Hij deed dat in dienst van de Prins van Oranje. Hij schilderde veel landschappen als achtergrond in portretten van Jan de Baen. Hij stierf in 1686 op de leeftijd van 64 jaar.  In 1650 was hij, met Hans de Jode en Carel Codde, betrokken bij een rechtszaak wegens doodslag in 1647. Geregistreerd is dat hij in het buitenland leefde tijdens het onderzoek. In 1671 woonde hij in Amsterdam waar hij een kamer huurde bij een weduwe, en werd hij geregistreerd wegens ordeverstoring. In 1676 werd hij lid van de Confrerie Pictura in Den Haag waarvan hij tot aan zijn dood in 1686 lid zou blijven. In 1677 en 1681 was hij hoofdman van het gilde.",male,1620,1686,The Hague,The Hague
Arent Arentsz,Q1854019,"Arent Arentsz, bijgenaamd Cabel naar de naam van zijn huis aan de Prinsengracht (Amsterdam, 1585 of 1586 – aldaar, begr. 18 augustus 1631) was een Nederlands kunstschilder. Hij was een zoon van de schilder Aert Pietersz en een kleinzoon van Pieter Aertsen.  Arentsz schilderde voornamelijk taferelen van wijd uitgestrekte rivier- en oevergezichten en zomerse en winterse landschappen, meestal op kleine en brede panelen. De figuren, vaak vissers, visverkopers en jagers, zijn veelal geheel op de voorgrond geplaatst tegen een centraal geplaatste horizon. Hij was een volgeling van de vermaarde 'winterschilder' Hendrick Avercamp. Cabel is een van de eersten die gezichten op Amsterdam heeft geschilderd.",male,1585,1631,Amsterdam,Amsterdam
Vincent Malo (I),Q2057521,"Vincent Malo, Vincenzo Armanno of  Vincenzo Malo (circa 1605, Kamerijk – circa 1650, Rome) was een Vlaams barokschilder die na zijn opleiding en een periode van activiteit in Antwerpen uitweek naar Italië, waar hij onder meer bekend was als Vincenzo Malo, Vincenzo Malò en Vincenzio Malo. Hij schilderde zowel genretaferelen als religieuze en mythologische onderwerpen en, incidenteel, portretten.  Door een gebrek aan betrouwbare bronnen zijn de details van het leven van Vincent Malo niet goed vastgesteld. Zijn geboortedatum is niet bekend. In een document van 12 maart 1637 verklaarde de schilder 31 jaar oud te zijn, wat erop zou wijzen dat hij in 1606 is geboren.  In de registers van de parochie van San Lorenzo in Lucina in Rome wordt vermeld dat de schilder daar op 14 april 1644 op ongeveer 42-jarige leeftijd overleed, hetgeen een geboortedatum rond 1602 suggereert.  De 17de-eeuwse biograaf Cornelis de Bie vermeldt dat Malo een leerling was van de toonaangevende Vlaamse genreschilder David Teniers de Oude terwijl de Italiaanse biograaf Raffaele Soprani vermeldt dat hij daarnaast ook nog studeerde bij Peter Paul Rubens.  Het feit dat uit bepaalde werken van Malo blijkt dat hij kennis had van de tekeningen die in Rubens' atelier werden gebruikt, wordt beschouwd als bewijs dat Malo wel degelijk tijd doorbracht in Rubens' atelier. Van zijn twee meesters zou hij de Vlaamse barok schilderstijl hebben geleerd.  David Teniers de Oudere en Peter Paul Rubens van wie hij de Vlaamse barokstijl leerde. Tussen 1623 en 1634 werkte hij in Antwerpen. Tijdens deze periode werd hij ingeschreven als meester in de Antwerpse Sint-Lucasgilde.  Hij trouwde in Antwerpen en kreeg in 1629 een zoon die ook Vincent heette. Zijn zoon zou later schilder worden en bekend worden als Vincent Malo I.  Vervolgens verhuisde hij naar Genua, waar hij vele jaren woonde en verkeerde in de kring van de Vlaams broeders Cornelis en Lucas de Wael, die zeer actief waren in Genua in het vierde decennium van de jaren 1600.  Genua was in die tijd een aantrekkelijke bestemming voor kunstenaars omdat de concurrentie tussen kunstenaars er minder intens was dan in de toonaangevende culturele centra Rome, Florence en Venetië.  Genua was een bloeiende havenstad waar een groot aantal potentiële mecenassen en verzamelaars woonden  Hij voerde een groot aantal religieuze werken uit voor kerken (waarvan velen verloren zijn gegaan), en pastorale scènes voor de paleizen van de rijken. Antonio Maria Vassallo was een van zijn leerlingen.  Later verhuisde hij naar Florence en ten slotte naar Rome, waar hij overleed op de leeftijd van 45 jaar.  Vincent Malo was een schilder van genrestukken en van religieuze en mythologische onderwerpen.   Zijn werk droeg bij tot de verspreiding van de Vlaamse kunst en de poëtica van Rubens in Genua. Hij gaf een belangrijke stimulus aan de Genuese schilderkunst in de overgang van het late maniërisme naar de barok. Werken van Vincent Malo worden o.a. bewaard in de collecties van de Accademia Ligustica di Belle Arti (Genua), Palazzo Bianco (Genea), Palazzo Colonna (Rome), Galleria Nazionale di Parma (Parma),  de Vaticaanse Musea (Rome), Pinacoteca di Brera (Milaan), het Rijksmuseum (Amsterdam) en de Indiana University of Pennsylvania Art Gallery (Indianapolis).",male,1602,1644,Cambrai,Rome
Pieter van Asch,Q3388014,"Pieter Jansz. van Asch (Delft, 1603 - aldaar, mei 1678) was een Nederlands kunstschilder en illustrator.  Hij werd geboren in Delft, als zoon van de portretschilder Jan van Asch en hij werd lid van de Gilde van St. Lucas in juli 1623. Volgens Houbraken, specialiseerde hij zich in kleine landschappen, maar zijn productiviteit werd gehinderd door de zorg voor zijn ouders. De schilder Jan Verkolje was bevriend met hem.   Hij schilderde vooral landschappen met olieverf in barokstijl. Zijn werken worden beïnvloed door de schilders als Pieter de Bloot, Jan Both, Joachim Camphuysen, Anthonie van der Croos, Jan van Goyen en Jan Sonjé. Hij had op zijn beurt invloed op de schilder Jacobus Coert.   Hij stierf in mei 1678 en werd op 6 juli 1678 begraven in de Oude Kerk te Delft.  In 1675 maakte Van Asch een nauwkeurige tekening van Overschie. Om deze reden werd op 17 februari 1932 door het College van Burgemeester en wethouders van de toenmalige gemeente Overschie (Rotterdam) besloten een straat naar hem te vernoemen. Aan deze straat heeft jarenlang, de Pieter van Aschschool bestaan.",male,1603,1678,Delft,Delft
Jan Asselijn,Q541976,"Jan Asselijn (Dieppe, ca. 1610 – Amsterdam, 28 september 1652) was een Nederlands schilder en tekenaar behorend tot de Hollandse School. Hij was de oudere broer van Thomas Asselijn, een toneeldichter.  Er is verwarring over waar Asselijn geboren is. Naast Dieppe, worden ook Utrecht en Keulen genoemd. Vanaf 1621, misschien ook later, woonde hij in Amsterdam, waar hij leerling was van Jan Martszen de Jonge of Esaias van de Velde. Zijn vroegst bekende werk dateert van 1634. Op 4 november 1635 wordt hij nog in Amsterdam vermeld als doopgetuige, voordat hij later dat jaar via Frankrijk naar Italië vertrok. Van omstreeks 1635 tot omstreeks 1644 woonde hij in Rome. Hier werd hij lid van de Bentvueghels, een vereniging van voornamelijk Nederlandse en Vlaamse kunstenaars actief in Rome, van wie hij de bijnaam ""Crabbetje"" kreeg. Zijn vingers waren zo krom dat hij nauwelijks een palet kon vasthouden!  Van 1644 tot 1645 woonde hij in de Franse stad Lyon, waar hij trouwde met Antonette Huwaart (of Houwaart), een Antwerpse. Nicolaes de Helt Stockade werd zijn zwager. In 1646 verbleef hij, volgens een dagboeknotitie van Willem Schellinks, van 10 augustus van dat jaar in Parijs. In april en juli 1647 is hij weer in Amsterdam vermeld en een jaar later liet hij een kind dopen in de Nieuwe kerk. Hij gaf les aan Frederik de Moucheron en maakte kennis met Rembrandt van Rijn. Asselijn woonde op Singel 286 in een huis dat hij huurde van burgemeester Antonie Oetgens van Waveren.  Asselijn schilderde de doorbraak van de Sint Antoniesdijk in maart 1651 en de brand van het stadhuis op de Dam in op 7 juli 1652. Op 24 januari was hij poorter geworden en op 28 september stelde zijn testament op. Enkele dagen later overleed hij. Asselijn is op 3 oktober begraven.  Van Asselijn zijn onder meer genrestukken, landschappen en dieren bekend. Zijn beroemdste schilderij is zonder twijfel De bedreigde zwaan. Het schilderij was in juni 1800 de eerste aankoop van de Nationale Konst-Gallery in paleis Huis ten Bosch in toen Wassenaar, de voorloper van het Rijksmuseum. Aan het schilderij wordt een allegorische betekenis toegeschreven, waarbij Johan de Witt Holland zou beschermen tegen de vijand, mogelijk Willem III van Oranje-Nassau, kroonprins van de vijand Engeland. Asselijn was een Italianisant, net als Jan Both en Jan Baptist Weenix. Gabriel Perelle maakte een serie gravures naar werk van Asselijn.",male,1610,1652,Dieppe,Amsterdam
Jan van Assen,Q6150346,"Jan van Assen (Amsterdam, ca. 1635 – aldaar, 1695 of 1697) was een Nederlands kunstschilder uit de Gouden Eeuw. Hij specialiseerde zich in landschapschilderkunst, portretten en historiestukken. Zijn werken werden beïnvloed door de Italiaanse stijl, met name door de graveur Antonio Tempesta (1555–1630), wiens prenten hij regelmatig als voorbeeld gebruikte.  Van Assen werkte in Amsterdam, waar hij vanaf 1671 tot zijn overlijden actief was. Hij werd op 20 januari 1688 officieel burger (poorter) van Amsterdam en lid van het plaatselijke schildersgilde. Zijn werk werd niet alleen gewaardeerd in Nederland, maar ook geëxporteerd naar het buitenland, met name naar de Oost-Indië. Dit leidde ertoe dat hij door Arnold Houbraken werd omschreven als een ""dozijnschilder"". Zijn werk, vooral wanneer van een afstand bekeken, kenmerkte zich door een harmonieuze compositie en een levendige uitstraling. Hij monogrammeerde zijn werk vaak met ""JVA"" of ""J.v.A."".  Jan van Assen trouwde op 10 april 1671 in Amsterdam met Susanna Claas de Vries (1638–1713). Hij overleed in 1695, op 60-jarige leeftijd, volgens Arnold Houbraken. Andere bronnen vermelden echter 1697 als zijn overlijdensjaar.",male,1630,1695,Amsterdam,Amsterdam
Bartholomeus Assteyn,Q809313,"Bartholomeus Assteyn (Dordrecht, januari 1607 - aldaar, na 1669, mogelijk 1677) was een Nederlands kunstschilder. Hij vervaardigde stillevens met bloemen en vruchten en zogenoemde 'ontbijtjes', een stilleven met onder andere brood, vis en ontbijtgerei.  Assteyn was een zoon van de uit Gent afkomstige schilder Abraham Bartolomeusz. Assteyn, die ook zijn leermeester was. Mogelijk was hij ook in de leer bij de stillevenschilder Balthasar van der Ast. Zijn composities vertonen invloed van het werk van Johannes Bosschaert en Cornelis de Heem.  In 1631 werd hij, net als zijn vader, lid van het Sint-Lucasgilde in Dordrecht. In 1651 werd hij boekhouder van het genootschap. Zijn laatst bekende schilderij is gedateerd in 1669.",male,1607,1670,Dordrecht,Dordrecht
Balthasar van der Ast,Q472522,"Balthasar van der Ast (waarschijnlijk Middelburg, 1593 of 1594 - begraven Delft, 19 december 1657) was een Nederlands kunstschilder van bloemstillevens.  Balthasar van der Ast werd geboren tussen 30 juni 1593 en 13 september 1594. Hij was een zoon van een rijke Middelburgse koopman die in 1609 vroegtijdig overleed. Balthasar trok in bij zijn zus Maria en studeerde bij zijn zwager Ambrosius Bosschaert in Middelburg, wiens kinderen Abraham en Ambrosius jr. hij later zou opvoeden. Hij verhuisde met zijn zus en zwager in 1615 naar Bergen op Zoom. Enkele jaren later verhuisde hij naar Utrecht. Daar wordt hij in 1619 vermeld als lid van het Sint-Lucasgilde. Hij raakte nauw bevriend met Roelant Savery, met wie hij een interesse in bloemen en dieren deelde. In 1632 verhuisde hij naar Delft, waar hij Margrieta Jans van Buijeren trouwde en waar hij de rest van zijn leven doorbracht.  Van der Ast schilderde zeer verfijnde stillevens van fruit en bloemen in de trant van Bosschaert. Zijn composities en zijn kleurgebruik zijn zeer afgewogen. Geleidelijk werden zijn werken groter en complexer, tot hij later in zijn lange loopbaan pronkstillevens in de trant van Jan Davidsz. de Heem schilderde.  Zijn leerlingen waren onder andere Ambrosius jr., Johannes en Abraham Bosschaert, Anthony Claesz (II), Johannes Baers en Jan Davidsz. de Heem",male,1593,1657,Middelburg,Delft
Barent Avercamp,Q678319,"Barend Avercamp (ook Barent of Berend genoemd, Kampen, 1612/13 – aldaar, begraven 24 oktober 1679) was een Nederlands kunstschilder. Hij schilderde portretten, architectuur, maar vooral winterlandschappen, evenals zijn meer bekende oom Hendrick Avercamp, die vermoedelijk ook zijn leermeester is geweest.  Aangezien zijn winterlandschappen met ijspret grote overeenkomsten vertoonden met die van zijn oom, werd Barends werk lange tijd toegeschreven aan Hendrick. Pas in de jaren twintig van de twintigste eeuw werd duidelijk dat er twee schilderende Avercampen bestonden.  Barend Avercamp bracht het grootste deel van zijn leven door in zijn geboorteplaats, afgezien van een periode van bijna tien jaar in Zutphen (1640 – 1649). Hij was onder meer lid van het plaatselijke Sint-Lucasgilde en was tevens werkzaam als houthandelaar.",male,1612,1679,Kampen,Kampen
Hendrick Avercamp,Q212593,"Hendrick Avercamp (Amsterdam, januari 1585 - Kampen, mei 1634) was een Nederlandse schilder die vooral winterse schaatstaferelen schilderde.  Avercamp werd geboren in Amsterdam maar verhuisde op eenjarige leeftijd met zijn ouders naar Kampen. Zijn vader was apotheker. Van moederskant was hij een kleinzoon van de geleerde Petrus Meerhoutanus. Avercamp was doofstom. Hij kreeg de bijnaam de Stomme van Kampen. Zijn moeder gaf hem les in schrijven, maar tekenen lag hem beter. Hiermee uitte hij zijn gevoelens.  Toen hij 12 jaar was, begon Avercamp met lessen in de tekenkunst bij een arme tekenaar. Deze overleed tijdens een pestplaag, net als zijn vader (1602) en zijn broer. Op zijn 18e ging Avercamp naar een oom van moederskant in Amsterdam. Daar ging hij in de leer bij onder anderen de Deense historieschilder en portrettist Pieter Isaacsz (1569-1625). In Amsterdam maakte Avercamp kennis met het werk van Vlaamse schilders onder wie Gillis van Coninxloo en Pieter Bruegel de Oude. Avercamp ging zich toeleggen op het schilderen van ijsgezichten. Vermoedelijk in 1607 ging Avercamp terug naar Kampen. Hier bleef hij werken tot zijn dood in 1634, op 49-jarige leeftijd.  Waarschijnlijk schilderde Avercamp in zijn atelier aan de hand van schetsen die hij in de winter had gemaakt.  Avercamp is beroemd tot in het buitenland om zijn winterlandschappen. Hierop staan vaak veel mensen die bijvoorbeeld aan het schaatsen zijn. De voorliefde voor dit onderwerp ontstond tijdens de schaatstochten, die hij in zijn jeugd maakte. Het laatste kwart van de 16e eeuw, waarin Avercamp werd geboren, was dan ook een van de koudste periodes van de Kleine IJstijd.  De Vlaamse schildertraditie komt vooral tot uitdrukking in Avercamps vroege werk. Dit sluit aan bij de landschappen van Pieter Bruegel de Oude. Avercamp schilderde landschappen met een hoge horizon en veel figuren die ergens mee bezig zijn. De schilderijen zijn vertellend geschilderd, met veel anekdotes. Zo zijn in het hier afgebeelde schilderij ondeugende details opgenomen, namelijk een vrijend paartje, blote achterwerken en een plassend mannetje.  Later in zijn leven werd de sfeertekening ook belangrijk in zijn werk. Tevens zakte de horizon geleidelijk naar beneden in het kader, waardoor steeds meer lucht te zien is.  Avercamp gebruikte in zijn schilderijen de schildertechniek van het atmosferisch perspectief. Er wordt diepte gesuggereerd door gebruik van donkere kleuren en vervagingen in de verte. Verder gebruikt hij vaak een repoussoir: voor in het schilderij worden voorwerpen geschilderd, bijvoorbeeld bomen of een boot. Met deze techniek wordt de indruk van diepte in het schilderij versterkt.  Avercamp heeft ook wel schilderijen gemaakt van vee en zeegezichten (deze schilderijen zijn door de achteruitgang van de kleur in waarde verminderd), maar zijn liefhebberij was toch wel het winterlandschap.  Avercamp schilderde ook Schilderijtjes op papier, die, als ze werden ingelijst, een goedkoop alternatief voor schilderijen van olieverf waren. Er werd daarvoor eerst een tekening opgezet met pen en inkt. Deze werd vervolgens bedekt met dekverf. De contouren van de tekening bleven daarbij bestaan. Ook met deze techniek kon Avercamp de bleke winterse kleuren en de nuances van het ijs weergeven.  Van Avercamp bestaan nog ongeveer honderd schilderijen, te zien in het Rijksmuseum in Amsterdam, het Mauritshuis in Den Haag, het Stedelijk Museum Zwolle, het Stedelijk Museum Kampen en in het buitenland. In het Rijksmuseum was van 20 november 2009 tot 15 februari 2010 een expositie van zijn werk onder de titel IJspret.  Avercamps wintergezichten kregen navolgers, zoals Jan van Goyen, Aart van der Neer, Antonie Verstralen en Jan van de Cappelle. Ook zijn neef Barend Avercamp, die les heeft gehad van Hendrick Avercamp, schilderde winterlandschappen.",male,1585,1634,Amsterdam,Kampen
Sara van Baalbergen,Q7422935,"Sara van Baalbergen (Haarlem, 1607 - na 1638) was een Nederlandse kunstschilderes uit de Gouden Eeuw. Ze was lid van het Sint-Lucasgilde te Haarlem en trouwde in 1634 met de schilder Barend van Eijsen.  Tot op heden zijn er geen werken van haar bekend.",female,1607,1638,Haarlem,
Dirck van Baburen,Q380708,"Dirck Jaspersz. van Baburen (Wijk bij Duurstede (vermoedelijk), ca. 1595 - Utrecht, 21 februari 1624) was een Nederlands schilder, die gerekend wordt tot de Utrechtse caravaggisten.  Dirck van Baburen is waarschijnlijk geboren in Wijk bij Duurstede, maar zijn familie verhuisde korte tijd later naar Utrecht. Zijn ouders waren Jaspar van Baburen en Margareta van Doyenburch. In 1611 was Dirck in de leer bij de kunstschilder Paulus Moreelse. 1611 is het laatste jaar dat hij als leerling van Moreelse geregistreerd was. Rond 1612 reisde hij via Parma naar Rome, waar hij met de Rotterdamse schilder David de Haen samenwerkte. Hij kon Vincenzo Giustiniani en kardinaal Scipione Borghese tot zijn beschermers rekenen en in 1617 ontving hij van Pierro Cussida, een Spaanse diplomaat, de belangrijke opdracht om de Cappella della Pietà van de kerk San Pietro in Montorio in Rome te beschilderen. Hij vervaardigde daartoe een monumentale Graflegging, geïnspireerd op de Caravaggio in de Vaticaanse musea. In Rome zou Baburen tot de oprichters van de Bentvueghels hebben behoord; zijn bijnaam was Biervlieg.  Rond 1621 keerde Baburen terug naar Utrecht, waar hij bij zijn moeder en zuster op de Jansdam ging inwonen. Hij kreeg enkele interessante opdrachten, maar stierf reeds in 1624, ongetrouwd en nog geen dertig jaar oud. De doodsoorzaak is onbekend, maar ten tijde van zijn overlijden heerste in Utrecht de pest, waardoor verondersteld wordt dat hij mogelijk aan deze ziekte overleden is. Het is echter zeker niet uitgesloten dat hij aan een andere ziekte bezweken is. Van Baburen werd begraven in de Buurkerk in Utrecht. Na zijn dood verbleekte zijn roem snel; pas in de twintigste eeuw kwam er een herwaardering voor zijn werk op gang.  Van Baburen was in Rome sterk onder de invloed van de stijl van Caravaggio. Hij schilderde Bijbelse en mythologische taferelen, en genrestukken met drinkers en muzikanten. Zijn stijl sluit aan bij die van Hendrick ter Brugghen, maar bezit een minder uitgesproken persoonlijkheid.  Er zijn niet zo veel schilderijen van Van Baburen bewaard gebleven, wat door zijn vroege dood te verklaren is. In Nederland bevinden zich werken van hem in het Centraal Museum en het Museum Catharijneconvent, beide te Utrecht, en in het Rijksmuseum in Amsterdam. In januari 2020 kocht het Centraal Museum het werk Granida en Daifilo aan. Een bekend schilderij van hem is Apollo en Marsyas dat meerdere eeuwen in het bezit is geweest van het huis Schaumburg-Lippe.  Op twee schilderijen van Johannes Vermeer is Baburens schilderij De koppelaarster uit 1622 afgebeeld, dat in het bezit van zijn schoonmoeder schijnt te zijn geweest, en dat zich tegenwoordig in het Museum of Fine Arts in Boston bevindt.",male,1595,1624,Wijk bij Duurstede,Utrecht
Adriaen Backer,Q3922347,"Adriaen (Adriaan) Tjer(c)ksz. Backer (Bakker) (Amsterdam, 1635 of 1636 — aldaar begraven op 23 mei 1684) was een Nederlands schilder en tekenaar actief in Amsterdam en Rome. Hij schilderde onder meer historiestukken en portretten, waaronder veel regentenstukken en andere groepsportretten.  Werk van Backer is te vinden in de collectie van onder meer het Rijksmuseum, het Amsterdam Museum, het Frans Hals Museum, Museum Boijmans Van Beuningen, het British Museum in Londen, de Gemäldegalerie in Berlijn en Statens Museum for Kunst in Kopenhagen.   Voor het stadhuis op de Dam (nu Koninklijk Paleis) schilderde hij boven de ingang van de Schepenzaal een afbeelding van het laatste oordeel. In Ons' Lieve Heer op Solder hangt een schilderij van de kruisiging van Jezus, en in de burgemeesterskamer van het stadhuis van Haarlem hangt een schilderij van Backer dat een allegorie op de gerechtigheid afbeeldt.  Adriaen Backer werd geboren in Amsterdam als zoon van Tjerk of Tjerck Backer, broer van de kunstschilder Jacob Adriaensz Backer, en Marritje Jacobs Dootshooft. Zijn ouders waren oorspronkelijk doopsgezind maar bekeerden zich op een gegeven moment naar het remonstrantse geloof.  Backer was waarschijnlijk in de leer bij zijn oom Jacob. Hij besteedde een aantal jaar in Italië; in de periode 1659-1666 was hij werkzaam in Rome. Terug in Amsterdam trouwde hij op 27 augustus 1669 met de eveneens remonstrante Elsje Colijn. Gerard Brandt schreef een gedicht ter gelegenheid van het huwelijk. Hierna ging hij wonen aan de Nieuwezijds Voorburgwal, achter het Begijnhof.  De Poolse kunstschilder Christoffel Lubieniecki was in de jaren 1670 in de leer bij Backer.",male,1635,1684,Amsterdam,Amsterdam
Jacob Adriaensz Backer,Q19032,"Jacob Adriaensz. Backer (Harlingen, 1608 - Amsterdam, 17 augustus 1651), ook bekend als Jacobo Adriaensz. Bacquer was een Nederlands schilder en tekenaar. Hij was bijzonder bedreven in het uitdrukken van plooien en kostbare stoffen en in het weergeven van handen en voeten. Zijn tekeningen, mannelijk en vrouwelijk naakt, zijn van uitzonderlijke kwaliteit. Backer schilderde nooit een landschap, tenzij als achtergrond op zijn pastorale werken.  Jacob Adriaensz. Backer was de zoon van de bakker Adriaen Tjerks (ca. 1575-1626). Na de dood van zijn moeder Hilkje Folkertsdr (ca. 1610) verhuisde de doopsgezinde familie naar Amsterdam, waar zijn vader hertrouwde met een weduwe. Backer groeide op in de buurt van de Haringpakkerstoren. Samen met Govert Flinck werd hij leerling van de Leeuwarder schilder Lambert Jacobsz, een doopsgezinde leraar en gespecialiseerd in Bijbelse voorstellingen. Niet aangetoond kan worden, dat hij evenals Govert Flinck leerling is geweest van Rembrandt. Backer is wel beïnvloed door schilders als Wybrand de Geest, Rubens en Abraham Bloemaert.  Over het leven van Backer zijn weinig bijzonderheden bekend. Hij is nooit getrouwd geweest, heeft nooit een huis gekocht en er zijn geen schandalen bekend omtrent zijn persoon. Backer werkte bijzonder snel en er zijn ongeveer 140 schilderijen bekend, waarvan 70 portretten. Zijn verflagen zijn transparant. Het Amsterdams Historisch Museum bezit een regentenstuk, waarmee Backer beroemd werd op nog jonge leeftijd.  Aan de hand van zijn portret van Johannes Wtenbogaert kon ook de zitter op het schilderij van Rembrandt worden vastgesteld. Verder maakte hij ook een portret van de schilder Bartholomeus Breenbergh. Het Portret van een jongen in het grijs bevindt zich in de collectie van het Mauritshuis te Den Haag. Backer was leermeester van Jan de Baen, Jan van Noordt en Abraham van den Tempel, de zoon van zijn leermeester.  In het Rembrandthuis was in 2008 een monumentale tentoonstelling aan hem gewijd, met drieëndertig schilderijen en twintig tekeningen.  Het schilderij ""Courtisane"" van 1640 is tentoongesteld in het Museu Nacional de Arte Antiga in Lissabon (zie afbeelding).",male,1608,1651,Harlingen,Amsterdam
Jacobus de Baen,Q6119912,"Jacobus de Baen (ook Jacob Jansz. de Baen en Bentnaam Gladiator) (Den Haag, 1673 - Wenen, 1700), was een Nederlands schilder van historiestukken en portretten uit de Gouden Eeuw.  De Baen was de zoon van de bekende portretschilder Jan de Baen bij wie hij ook in de leer ging.  Hij studeerde voorts aan de tekenacademie van Den Haag van 1684 tot 1692. In 1692 reisde hij via Londen en Frankrijk naar Italië. In Rome werkte hij als portretschilder. Hier werd hij lid van de Bentvueghels, een vereniging van voornamelijk Vlaamse, Brabantse en Hollandse kunstenaars actief in Rome, onder de bijnaam (de zogenaamde bentnaam) 'Gladiator'. Hij zou in 1693 naar Londen meegereisd zijn met het gevolg van Willem III. Rond 1695 was hij actief in Florence. Hij was in Wenen in 1700, waar hij op 27-jarige leeftijd overleed.  Volgens de biograaf Arnold Houbraken was zijn vader Jan de Baen gebroken door de dood van zijn zoon en stierf amper twee jaar later van verdriet.  Volgens Jan van Gool, die in 1750 een biografie van Jacobus de Baen opnam in zijn ""Nieuwe Schouburg"", gaf Jacobus de Baen meer geld uit dan hij verdiende toen hij bij de Bentvueghels was, en verhoogde zijn productiviteit toen hij Rome verliet. Zijn te vroege dood belette hem een groter schilder dan zijn vader te worden.",male,1673,1700,The Hague,Vienna
